Alert_Number,Organization_Name,Repository_Name,State,Dependency_Package_Ecosystem,Dependency_Package_Name,Dependency_Manifest_Path,Dependency_Scope,Severity,GHSA_ID,CVE_ID,Advisory_Summary,Advisory_Description,Vulnerable_Version_Range,First_Patched_Version,CVSS_Score,CVSS_Vector,CWE_IDs,CWE_Names,Created_At,Updated_At,Dismissed_At,Dismissed_By,Dismissed_Reason,Dismissed_Comment,Fixed_At,Auto_Dismissed_At,URL,References
113,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-49rx-x2rw-pc6f,CVE-2021-41205,Heap OOB read in all `tf.raw_ops.QuantizeAndDequantizeV*` ops,"### Impact
The [shape inference functions for the `QuantizeAndDequantizeV*` operations](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/ops/array_ops.cc) can trigger a read outside of bounds of heap allocated array as illustrated in the following sets of PoCs:

```python
import tensorflow as tf

@tf.function
def test():
  data=tf.raw_ops.QuantizeAndDequantizeV4Grad(
    gradients=[1.0,1.0],
    input=[1.0,1.0],
    input_min=[1.0,10.0],
    ",">= 2.5.0, < 2.5.2",2.5.2,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,CWE-125,Out-of-bounds Read,2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/113,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-49rx-x2rw-pc6f, https://nvd.nist.gov/vuln/detail/CVE-2021-41205, https://github.com/tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-615.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-813.yaml"
112,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-pgcq-h79j-2f69,CVE-2021-41206,Incomplete validation of shapes in multiple TF ops,"### Impact
Several TensorFlow operations are missing validation for the shapes of the tensor arguments involved in the call. Depending on the API, this can result in undefined behavior and segfault or `CHECK`-fail related crashes but in some scenarios writes and reads from heap populated arrays are also possible.

We have discovered these issues internally via tooling while working on improving/testing GPU op determinism. As such, we don't have reproducers and there will be multiple fixes for th",">= 2.5.0, < 2.5.2",2.5.2,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-354,Improper Validation of Integrity Check Value,2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/112,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-pgcq-h79j-2f69, https://nvd.nist.gov/vuln/detail/CVE-2021-41206, https://github.com/tensorflow/tensorflow/commit/4d74d8a00b07441cba090a02e0dd9ed385145bf4, https://github.com/tensorflow/tensorflow/commit/4dddb2fd0b01cdd196101afbba6518658a2c9e07, https://github.com/tensorflow/tensorflow/commit/579261dcd446385831fe4f7457d802a59685121d"
111,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-7v94-64hj-m82h,CVE-2021-41207,FPE in `ParallelConcat`,"### Impact
The [implementation of `ParallelConcat`](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/kernels/inplace_ops.cc#L72-L97) misses some input validation and can produce a division by 0:

```python
import tensorflow as tf

@tf.function
def test():
  y = tf.raw_ops.ParallelConcat(values=[['tf']],shape=0)
  return y

test()
```

### Patches
We have patched the issue in GitHub commit [f2c3931113eaafe9ef558faaddd48e00a6606235](https://git",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-369,Divide By Zero,2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/111,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7v94-64hj-m82h, https://nvd.nist.gov/vuln/detail/CVE-2021-41207, https://github.com/tensorflow/tensorflow/commit/f2c3931113eaafe9ef558faaddd48e00a6606235, https://github.com/tensorflow/tensorflow/commit/9de11bdc2cf1284b2f635419bd3e6bbc7643eb2c, https://github.com/tensorflow/tensorflow/commit/d11f21bbdfa54f3576ae860fc927bf23c675ebc0"
110,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,critical,GHSA-57wx-m983-2f88,CVE-2021-41208,Incomplete validation in boosted trees code,"### Impact
The [code for boosted trees in TensorFlow](https://github.com/tensorflow/tensorflow/blob/e0b6e58c328059829c3eb968136f17aa72b6c876/tensorflow/core/kernels/boosted_trees/stats_ops.cc) is still missing validation. As a result, attackers can trigger denial of service (via dereferencing `nullptr`s or via `CHECK`-failures) as well as abuse undefined behavior (binding references to `nullptr`s). An attacker can also read and write from heap buffers, depending on the API that gets used and the",">= 2.5.0, < 2.5.2",2.5.2,9.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"CWE-476, CWE-824","NULL Pointer Dereference, Access of Uninitialized Pointer",2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/110,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-57wx-m983-2f88, https://nvd.nist.gov/vuln/detail/CVE-2021-41208, https://github.com/tensorflow/tensorflow/commit/5c8c9a8bfe750f9743d0c859bae112060b216f5c, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-617.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-815.yaml"
109,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-6hpv-v2rx-c5g6,CVE-2021-41209,FPE in convolutions with zero size filters,"### Impact
The [implementations for convolution operators](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/kernels/conv_ops.cc) trigger a division by 0 if passed empty filter tensor arguments.

### Patches
We have patched the issue in GitHub commit [f2c3931113eaafe9ef558faaddd48e00a6606235](https://github.com/tensorflow/tensorflow/commit/f2c3931113eaafe9ef558faaddd48e00a6606235).
  
The fix will be included in TensorFlow 2.7.0. We will also ",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-369,Divide By Zero,2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/109,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6hpv-v2rx-c5g6, https://nvd.nist.gov/vuln/detail/CVE-2021-41209, https://github.com/tensorflow/tensorflow/commit/f2c3931113eaafe9ef558faaddd48e00a6606235, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-618.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-816.yaml"
108,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-m342-ff57-4jcc,CVE-2021-41210,Heap OOB read in `tf.raw_ops.SparseCountSparseOutput`,"### Impact
The [shape inference functions for `SparseCountSparseOutput`](https://github.com/tensorflow/tensorflow/blob/e0b6e58c328059829c3eb968136f17aa72b6c876/tensorflow/core/ops/count_ops.cc#L43-L50) can trigger a read outside of bounds of heap allocated array:

```python
import tensorflow as tf

@tf.function
def func():
  return tf.raw_ops.SparseCountSparseOutput(
    indices=[1],
    values=[[1]],
    dense_shape=[10],
    weights=[],
    binary_output= True)

func()
```

The function fails ",">= 2.5.0, < 2.5.2",2.5.2,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,CWE-125,Out-of-bounds Read,2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/108,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m342-ff57-4jcc, https://nvd.nist.gov/vuln/detail/CVE-2021-41210, https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-619.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-817.yaml"
107,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-fr77-rrx3-cp7g,CVE-2021-41212,Heap OOB read in `tf.ragged.cross`,"### Impact
The [shape inference code for `tf.ragged.cross`](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/ops/ragged_array_ops.cc#L64) can trigger a read outside of bounds of heap allocated array:

```python
import tensorflow as tf

@tf.function
def test():
  y = tf.raw_ops.RaggedCross(ragged_values=[],
                             ragged_row_splits=[],
                             sparse_indices=[[5]],
                             sparse_",">= 2.5.0, < 2.5.2",2.5.2,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,CWE-125,Out-of-bounds Read,2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/107,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fr77-rrx3-cp7g, https://nvd.nist.gov/vuln/detail/CVE-2021-41212, https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-621.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-819.yaml"
106,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-h67m-xg8f-fxcf,CVE-2021-41213,Deadlock in mutually recursive `tf.function` objects,"### Impact
The [code behind `tf.function` API](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/python/eager/def_function.py#L542) can be made to deadlock when two `tf.function` decorated Python functions are mutually recursive:

```python 
import tensorflow as tf

@tf.function()               
def fun1(num):
    if num == 1:
        return
    print(num)
    fun2(num-1)

@tf.function()
def fun2(num):
    if num == 0:
        return
    print(num)",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"CWE-662, CWE-667","Improper Synchronization, Improper Locking",2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/106,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h67m-xg8f-fxcf, https://nvd.nist.gov/vuln/detail/CVE-2021-41213, https://github.com/tensorflow/tensorflow/commit/afac8158d43691661ad083f6dd9e56f327c1dcb7, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-622.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-820.yaml"
105,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-vwhq-49r4-gj9v,CVE-2021-41214,Reference binding to `nullptr` in `tf.ragged.cross`,"### Impact
The [shape inference code for `tf.ragged.cross`](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/ops/ragged_array_ops.cc#L64) has an undefined behavior due to binding a reference to `nullptr`. In the following scenario, this results in a crash:

```python
import tensorflow as tf
  
@tf.function                 
def test():     
  y = tf.ragged.cross([tf.ragged.constant([['1']]),'2'])
  return y                   
                 ",">= 2.5.0, < 2.5.2",2.5.2,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-824,Access of Uninitialized Pointer,2025-05-22T17:35:06Z,2025-05-22T17:35:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/105,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vwhq-49r4-gj9v, https://nvd.nist.gov/vuln/detail/CVE-2021-41214, https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-623.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-821.yaml"
104,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-x3v8-c8qx-3j3r,CVE-2021-41215,Null pointer exception in `DeserializeSparse`,"### Impact
The [shape inference code for `DeserializeSparse`](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/ops/sparse_ops.cc#L152-L168) can trigger a null pointer dereference:

```python
import tensorflow as tf

dataset = tf.data.Dataset.range(3)
  
@tf.function                 
def test():                  
  y = tf.raw_ops.DeserializeSparse(
    serialized_sparse=tf.data.experimental.to_variant(dataset),
    dtype=tf.int32)

test()
```
",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-476,NULL Pointer Dereference,2025-05-22T17:35:05Z,2025-05-22T17:35:05Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/104,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x3v8-c8qx-3j3r, https://nvd.nist.gov/vuln/detail/CVE-2021-41215, https://github.com/tensorflow/tensorflow/commit/d3738dd70f1c9ceb547258cbb82d853da8771850, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-624.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-822.yaml"
103,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-3ff2-r28g-w7h9,CVE-2021-41216,Heap buffer overflow in `Transpose`,"### Impact
The [shape inference function for `Transpose`](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/ops/array_ops.cc#L121-L185) is vulnerable to a heap buffer overflow:

```python
import tensorflow as tf
@tf.function
def test():
  y = tf.raw_ops.Transpose(x=[1,2,3,4],perm=[-10])
  return y

test()
```

This occurs whenever `perm` contains negative elements. The shape inference function does not validate that the indices in `perm` are a",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"CWE-120, CWE-787","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'), Out-of-bounds Write",2025-05-22T17:35:05Z,2025-05-22T17:35:05Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/103,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3ff2-r28g-w7h9, https://nvd.nist.gov/vuln/detail/CVE-2021-41216, https://github.com/tensorflow/tensorflow/commit/c79ba87153ee343401dbe9d1954d7f79e521eb14, https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/ops/array_ops.cc#L121-L185, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-625.yaml"
102,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-5crj-c72x-m7gq,CVE-2021-41217,Null pointer exception when `Exit` node is not preceded by `Enter` op,"### Impact
The [process of building the control flow graph](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/common_runtime/immutable_executor_state.cc#L284-L346) for a TensorFlow model is vulnerable to a null pointer exception when nodes that should be paired are not:
  
```python
import tensorflow as tf
  
@tf.function
def func():
  return tf.raw_ops.Exit(data=[False,False])
    
func()
```

This occurs because the code assumes that the fir",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-476,NULL Pointer Dereference,2025-05-22T17:35:05Z,2025-05-22T17:35:05Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/102,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5crj-c72x-m7gq, https://nvd.nist.gov/vuln/detail/CVE-2021-41217, https://github.com/tensorflow/tensorflow/commit/05cbebd3c6bb8f517a158b0155debb8df79017ff, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-626.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-824.yaml"
101,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-9crf-c6qr-r273,CVE-2021-41218,Integer division by 0 in `tf.raw_ops.AllToAll`,"### Impact
The [shape inference code for `AllToAll`](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/ops/tpu_cross_replica_ops.cc#L25-L74) can be made to execute a division by 0:

```python
import tensorflow as tf
  
@tf.function
def func():
  return tf.raw_ops.AllToAll(
    input=[0.0, 0.1652, 0.6543],
    group_assignment=[1, -1],
    concat_dimension=0,
    split_dimension=0,
    split_count=0)

func()
```

This occurs whenever the `split",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-369,Divide By Zero,2025-05-22T17:35:05Z,2025-05-22T17:35:05Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/101,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9crf-c6qr-r273, https://nvd.nist.gov/vuln/detail/CVE-2021-41218, https://github.com/tensorflow/tensorflow/commit/a8ad3e5e79c75f36edb81e0ba3f3c0c5442aeddc, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-627.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-825.yaml"
100,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-4f99-p9c2-3j8x,CVE-2021-41219,Undefined behavior via `nullptr` reference binding in sparse matrix multiplication,"### Impact
The [code for sparse matrix multiplication](https://github.com/tensorflow/tensorflow/blob/8d72537c6abf5a44103b57b9c2e22c14f5f49698/tensorflow/core/kernels/sparse_matmul_op.cc#L954-L1086) is vulnerable to undefined behavior via binding a reference to `nullptr`:

```python
import tensorflow as tf
  
tf.raw_ops.SparseMatMul(
  a=[[1.0,1.0,1.0]],
  b=[[],[],[]],
  transpose_a=False,
  transpose_b=False,
  a_is_sparse=False, 
  b_is_sparse=True)
```

This occurs whenever the dimensions of ",">= 2.5.0, < 2.5.2",2.5.2,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"CWE-125, CWE-824","Out-of-bounds Read, Access of Uninitialized Pointer",2025-05-22T17:35:05Z,2025-05-22T17:35:05Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/100,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4f99-p9c2-3j8x, https://nvd.nist.gov/vuln/detail/CVE-2021-41219, https://github.com/tensorflow/tensorflow/commit/e6cf28c72ba2eb949ca950d834dd6d66bb01cfae, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-628.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-826.yaml"
99,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-cqv6-3phm-hcwx,CVE-2021-41221,Access to invalid memory during shape inference in `Cudnn*` ops,"### Impact
The [shape inference code](https://github.com/tensorflow/tensorflow/blob/9ff27787893f76d6971dcd1552eb5270d254f31b/tensorflow/core/ops/cudnn_rnn_ops.cc) for the `Cudnn*` operations in TensorFlow can be tricked into accessing invalid memory, via a heap buffer overflow:

```python
import tensorflow as tf

@tf.function
def func():
  return tf.raw_ops.CudnnRNNV3(
    input=[0.1, 0.1],
    input_h=[0.5],
    input_c=[0.1, 0.1, 0.1], 
    params=[0.5, 0.5],
    sequence_lengths=[-1, 0, 1])
 ",">= 2.5.0, < 2.5.2",2.5.2,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"CWE-120, CWE-787","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'), Out-of-bounds Write",2025-05-22T17:35:05Z,2025-05-22T17:35:05Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/99,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cqv6-3phm-hcwx, https://nvd.nist.gov/vuln/detail/CVE-2021-41221, https://github.com/tensorflow/tensorflow/commit/af5fcebb37c8b5d71c237f4e59c6477015c78ce6, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-630.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-828.yaml"
